port,count
49213/udp,57
50435/udp,57
54459/udp,57
2730/udp,57
49187/udp,57
1096/udp,57
59645/udp,57
49326/udp,57
5225/tcp,57
58021/udp,57
54177/udp,57
56831/udp,57
5227/tcp,57
54913/udp,57
49681/udp,57
58148/udp,57
53197/udp,57
21163/udp,57
58407/udp,57
1140/tcp,57
54685/udp,57
7400/tcp,57
54566/udp,56
59283/tcp,56
55728/udp,56
49929/udp,56
49354/udp,56
55927/udp,56
53610/udp,56
51938/tcp,56
54919/udp,56
53432/udp,56
44601/udp,56
50464/udp,56
55617/udp,56
53404/tcp,56
56202/udp,56
56146/udp,56
57377/udp,56
2750/udp,56
49482/udp,55
55590/udp,55
57401/udp,55
57814/udp,55
8561/tcp,55
30013/udp,55
57503/udp,55
63639/tcp,55
53921/udp,55
51427/udp,55
1181/tcp,55
22033/udp,55
53341/udp,55
59543/udp,55
55314/udp,55
54140/udp,55
55223/udp,55
53982/udp,55
50773/udp,55
39133/tcp,55
3329/tcp,55
52726/udp,55
44402/tcp,55
8104/tcp,55
38263/tcp,55
57468/udp,55
51772/udp,55
53506/udp,54
55074/udp,54
50914/udp,54
49433/udp,54
56326/udp,54
53383/tcp,54
20984/udp,54
58757/udp,54
57054/udp,54
52985/udp,54
49347/udp,54
51377/udp,54
54736/udp,54
27021/tcp,54
60204/udp,54
8700/tcp,54
8110/tcp,54
47288/udp,54
16396/udp,54
51152/udp,54
59795/udp,54
59101/udp,54
55435/udp,54
9080/tcp,54
49962/udp,54
58051/tcp,54
39512/udp,54
5799/tcp,54
55667/udp,54
50936/udp,53
60440/udp,53
58056/tcp,53
7823/tcp,53
56807/udp,53
54347/udp,53
32964/tcp,53
55710/udp,53
51115/udp,53
38411/tcp,53
7999/udp,53
55833/udp,53
49666/udp,53
51054/udp,53
55740/udp,53
51648/tcp,53
56386/udp,53
33314/udp,53
62999/udp,53
60145/udp,53
59980/tcp,53
57621/udp,53
54956/udp,53
56203/udp,53
52198/udp,52
53968/udp,52
62659/udp,52
55417/udp,52
55424/udp,52
58287/udp,52
50976/udp,52
52766/udp,52
54931/udp,52
4000/tcp,52
55786/udp,52
55035/udp,52
35285/tcp,52
8711/udp,52
55712/udp,52
50545/udp,52
51964/udp,52
51113/udp,52
46750/udp,52
52193/udp,51
55505/udp,51
28874/udp,51
49616/udp,51
52984/udp,51
32912/tcp,51
34820/tcp,51
53364/udp,51
58597/udp,51
49513/udp,51
1102/tcp,51
52891/udp,51
65535/udp,51
42065/udp,51
4172/udp,51
7/udp,51
51884/udp,51
42260/udp,51
45702/udp,51
8803/udp,51
49775/udp,51
3283/udp,51
54500/udp,51
50568/udp,51
53665/udp,51
49898/udp,51
49177/udp,51
49954/udp,51
9089/udp,51
26391/udp,51
14061/tcp,50
5511/tcp,50
1030/udp,50
52500/udp,50
51504/udp,50
52473/udp,50
49200/udp,50
5000/udp,50
52391/udp,50
51620/udp,50
34678/udp,50
54461/udp,50
55843/udp,50
38243/udp,50
56582/udp,50
44325/tcp,50
59236/udp,50
5288/tcp,50
14038/udp,50
55988/udp,50
26032/udp,50
51856/udp,50
57505/udp,50
51552/udp,50
60140/udp,50
57965/udp,50
49683/udp,50
8900/tcp,50
57295/udp,49
54522/udp,49
53700/udp,49
57460/udp,49
51571/udp,49
53987/udp,49
7009/tcp,49
51108/udp,49
55777/udp,49
50002/udp,49
56113/udp,49
34966/tcp,49
40011/tcp,49
55135/udp,49
53914/udp,49
54118/udp,49
52426/udp,49
47002/udp,49
34863/tcp,49
50317/udp,49
50012/udp,49
16882/tcp,49
5999/tcp,49
58295/udp,49
59556/udp,49
62384/udp,49
52731/udp,49
25548/udp,49
843/udp,49
58197/udp,49
18318/udp,49
8085/tcp,49
60201/udp,49
53808/udp,49
57942/udp,48
52351/udp,48
50448/udp,48
60004/udp,48
54750/udp,48
51207/udp,48
51996/udp,48
1029/udp,48
54875/udp,48
51621/tcp,48
51299/udp,48
54920/udp,48
57888/udp,48
55540/udp,48
52745/tcp,48
54102/udp,48
51885/tcp,48
52966/udp,48
35885/udp,48
34656/tcp,48
50657/udp,48
1033/udp,48
54656/udp,48
25150/udp,48
52858/udp,48
51497/udp,48
53702/udp,48
56005/udp,48
49160/tcp,48
51767/udp,48
30179/tcp,47
8913/udp,47
64691/tcp,47
57262/udp,47
6971/udp,47
53629/udp,47
55309/udp,47
50053/udp,47
53540/udp,47
50577/udp,47
50879/udp,47
54960/udp,47
50856/udp,47
26777/tcp,47
57245/udp,47
59122/udp,47
53913/udp,47
50493/udp,47
27032/udp,47
34528/udp,47
26688/udp,47
55802/udp,47
8166/tcp,47
54282/udp,47
51494/udp,47
55764/udp,47
54643/udp,47
54728/udp,47
53005/udp,47
41120/udp,47
52387/udp,47
53434/udp,47
43228/udp,46
25653/udp,46
57836/udp,46
56552/udp,46
5349/tcp,46
1500/udp,46
442/tcp,46
9114/tcp,46
49171/tcp,46
4569/udp,46
22714/udp,46
53673/udp,46
50751/udp,46
55831/udp,46
55119/udp,46
49670/udp,46
54236/udp,46
55100/udp,46
57255/udp,46
7615/tcp,46
57251/udp,46
56691/udp,46
49903/udp,46
14209/udp,46
55804/udp,46
49286/udp,46
53292/udp,46
5089/tcp,46
54235/udp,46
11888/udp,46
51744/udp,46
9201/udp,46
57406/udp,46
51266/udp,45
57254/udp,45
13888/tcp,45
51468/udp,45
8086/tcp,45
49177/tcp,45
11407/udp,45
50864/udp,45
58088/udp,45
50710/udp,45
53923/udp,45
13/udp,45
50078/udp,45
58949/udp,45
58770/udp,45
54109/udp,45
49280/udp,45
55779/udp,45
9197/tcp,45
49949/udp,45
8801/udp,45
47265/udp,45
49832/udp,45
57382/udp,45
50127/udp,45
17024/udp,45
54602/udp,45
58224/udp,45
56465/udp,45
59061/udp,45
50299/udp,45
51509/udp,45
28329/udp,45
51983/udp,45
50046/udp,45
19911/tcp,45
58667/tcp,45
15672/tcp,45
58008/udp,45
25227/udp,45
53002/udp,45
1522/tcp,45
42385/udp,45
38480/udp,45
61616/tcp,45
56282/udp,45
18088/tcp,45
7100/tcp,45
44073/tcp,45
39434/udp,45
57152/udp,45
30300/tcp,45
53697/udp,45
51595/udp,44
60415/udp,44
64809/tcp,44
53233/udp,44
2740/udp,44
56057/udp,44
49421/udp,44
56702/udp,44
54783/udp,44
12378/udp,44
54687/udp,44
54115/udp,44
13334/udp,44
8989/udp,44
53175/udp,44
11443/tcp,44
800/tcp,44
51733/tcp,44
29784/udp,44
623/udp,44
58091/udp,44
50287/udp,44
52721/udp,44
6961/udp,44
23512/udp,44
50800/udp,44
59659/udp,44
55649/udp,44
55509/udp,44
52328/udp,43
54321/udp,43
55548/udp,43
34575/udp,43
49206/udp,43
51990/udp,43
46841/udp,43
55200/udp,43
53516/udp,43
2008/tcp,43
59521/udp,43
8605/tcp,43
56988/udp,43
41959/udp,43
40283/udp,43
54738/udp,43
52323/udp,43
56672/udp,43
4069/tcp,43
61071/udp,43
57440/udp,43
49153/udp,43
52770/udp,43
54440/udp,43
21011/udp,43
16052/udp,43
58991/udp,43
55685/udp,43
52162/udp,43
52458/udp,43
57328/udp,43
44347/udp,43
57005/udp,43
51018/udp,43
51905/udp,43
54940/udp,43
50164/udp,43
54025/udp,43
54718/udp,43
51008/udp,43
62078/tcp,43
1143/tcp,43
57025/udp,43
8789/tcp,43
56256/udp,43
28908/udp,43
48710/udp,43
39142/tcp,43
11960/udp,43
40866/udp,43
51374/udp,43
40989/udp,43
51209/udp,43
14035/udp,43
7401/tcp,43
57055/udp,42
59143/udp,42
57963/udp,42
37657/udp,42
49935/udp,42
54104/udp,42
57782/udp,42
49969/udp,42
17617/udp,42
24878/udp,42
53983/udp,42
54171/udp,42
55207/udp,42
17634/udp,42
54895/udp,42
53798/tcp,42
58487/udp,42
16402/udp,42
57697/udp,42
38491/tcp,42
8090/tcp,42
50011/udp,42
11378/udp,42
58274/udp,42
7170/tcp,42
55782/udp,42
61605/udp,42
53798/udp,42
62633/tcp,42
52542/udp,42
49096/udp,42
60322/udp,42
53275/udp,42
51832/udp,42
50883/udp,42
11207/tcp,42
30461/udp,42
51502/udp,42
18496/udp,42
7777/tcp,42
49242/udp,42
39289/udp,42
61515/udp,42
48353/udp,42
15061/tcp,42
56238/udp,42
19142/udp,42
12345/udp,42
59519/udp,42
32030/udp,42
50021/udp,42
51083/udp,42
37321/udp,42
29522/tcp,42
52455/udp,42
52393/udp,42
49194/udp,42
35606/tcp,42
8444/tcp,41
25797/udp,41
50227/udp,41
49745/udp,41
15376/udp,41
43611/tcp,41
52247/udp,41
45811/udp,41
56768/udp,41
47147/udp,41
13637/udp,41
19766/udp,41
58484/udp,41
10233/udp,41
52372/udp,41
60579/udp,41
52182/udp,41
9200/tcp,41
58630/udp,41
53581/udp,41
54712/udp,41
50779/udp,41
50045/udp,41
54444/udp,41
33266/udp,41
5494/tcp,41
52341/udp,41
59109/udp,41
44105/tcp,41
3800/udp,41
52223/udp,41
53627/udp,41
51403/udp,41
7815/tcp,41
49638/udp,41
39347/tcp,41
18121/udp,41
10510/tcp,41
49460/udp,41
56073/udp,41
82/udp,41
49797/udp,41
49428/udp,41
54846/udp,41
50733/udp,41
52515/udp,40
135/udp,40
52314/udp,40
20456/udp,40
59178/udp,40
23308/udp,40
54544/udp,40
1144/tcp,40
3724/tcp,40
54590/udp,40
43372/udp,40
51062/udp,40
55646/udp,40
6882/tcp,40
42428/udp,40
13755/udp,40
12074/udp,40
58932/udp,40
5172/tcp,40
51010/udp,40
16570/udp,40
51500/udp,40
44489/udp,40
59243/udp,40
40092/udp,40
50825/udp,40
6905/udp,40
54859/udp,40
57202/udp,40
57288/udp,40
56800/udp,40
57998/udp,40
40170/udp,40
58874/udp,40
55608/udp,40
40377/udp,40
44281/udp,40
6999/udp,40
53648/udp,40
59627/tcp,40
55068/udp,40
64169/udp,40
56430/udp,40
36917/udp,40
36153/udp,40
50007/udp,40
46204/udp,40
45140/udp,40
22996/udp,40
55520/udp,40
56756/udp,40
53556/udp,40
1080/tcp,40
23465/udp,39
63046/udp,39
22346/udp,39
43800/udp,39
54785/udp,39
23091/udp,39
42928/udp,39
49269/tcp,39
53250/udp,39
53267/udp,39
22559/udp,39
59528/udp,39
464/tcp,39
50546/udp,39
61383/udp,39
20157/udp,39
13615/udp,39
61746/udp,39
19554/udp,39
64385/udp,39
60155/udp,39
51777/udp,39
56718/udp,39
30000/tcp,39
60666/udp,39
49880/udp,39
53984/udp,39
51300/udp,39
53999/udp,39
55687/udp,39
54181/udp,39
65432/udp,39
52549/udp,39
55516/udp,39
18411/udp,39
51700/udp,39
18916/udp,39
28381/udp,39
50151/udp,39
54320/udp,39
41395/udp,39
47074/udp,39
29654/udp,39
58081/udp,39
49333/udp,39
13915/udp,39
50762/udp,39
6000/tcp,39
58208/udp,39
160/tcp,39
10497/udp,39
59370/udp,39
28286/udp,39
34209/udp,39
54027/udp,39
22464/udp,39
15916/udp,39
51529/udp,39
60783/tcp,39
31507/udp,39
58980/udp,39
45467/udp,39
57383/udp,39
57476/udp,39
20025/tcp,39
56568/udp,38
54312/udp,38
53300/udp,38
1475/tcp,38
57373/udp,38
1035/tcp,38
54623/udp,38
14650/udp,38
53385/udp,38
51726/udp,38
55869/udp,38
8201/tcp,38
64713/tcp,38
995/udp,38
53269/udp,38
49989/udp,38
65050/udp,38
10012/tcp,38
13724/tcp,38
51850/udp,38
30614/udp,38
53567/tcp,38
50677/udp,38
18098/tcp,38
10520/tcp,38
47783/udp,38
1032/udp,38
1156/tcp,38
64795/tcp,38
28259/udp,38
25353/udp,38
38338/tcp,38
39408/udp,38
42647/udp,38
50924/udp,38
51256/tcp,38
5094/tcp,38
8714/udp,38
50239/udp,38
51827/udp,38
51793/udp,38
10584/udp,38
55857/udp,38
52909/udp,38
54717/udp,38
52432/udp,38
51709/udp,38
64190/udp,38
5115/tcp,38
51048/udp,38
58428/udp,38
52255/udp,38
25720/udp,38
55082/udp,38
22222/tcp,38
52900/udp,38
50436/udp,38
52411/udp,38
13385/udp,38
12407/udp,38
19347/udp,38
50768/udp,38
52686/udp,38
54629/udp,38
24130/udp,38
58485/udp,38
57026/udp,38
49188/udp,38
50350/udp,37
59318/udp,37
23700/udp,37
52292/udp,37
14395/udp,37
51301/udp,37
26280/udp,37
39253/tcp,37
40865/udp,37
57964/udp,37
59167/udp,37
54578/udp,37
520/udp,37
60993/udp,37
18398/udp,37
17210/udp,37
61500/udp,37
56549/udp,37
59971/udp,37
20311/udp,37
57564/udp,37
23228/udp,37
17344/udp,37
53441/udp,37
36128/udp,37
54354/udp,37
61964/udp,37
46167/udp,37
15345/udp,37
55060/udp,37
23582/udp,37
57795/udp,37
45743/udp,37
50781/udp,37
24651/udp,37
43339/udp,37
44794/udp,37
23456/tcp,37
48702/udp,37
52694/udp,37
15016/udp,37
58837/udp,37
49816/udp,37
55138/udp,37
47624/udp,37
58073/udp,37
62348/tcp,37
24372/udp,37
8010/tcp,37
758/tcp,37
65100/udp,37
56594/udp,37
55206/udp,37
58741/udp,37
46207/udp,37
53579/udp,37
50061/udp,37
58289/udp,37
7563/tcp,37
50080/udp,37
20005/tcp,37
58728/udp,37
54889/udp,37
54066/udp,37
54145/udp,37
51485/udp,37
50415/udp,37
1129/tcp,37
34646/udp,37
57787/udp,37
24786/udp,37
49483/udp,37
22208/udp,37
21893/udp,37
55910/udp,37
56367/udp,37
18844/udp,37
7601/tcp,37
51896/tcp,37
44428/udp,37
17409/udp,37
20676/udp,37
54059/udp,37
64769/udp,37
30279/udp,36
19319/udp,36
464/udp,36
19823/udp,36
12614/udp,36
10541/udp,36
52589/udp,36
52148/udp,36
56752/udp,36
55983/udp,36
6051/udp,36
47945/udp,36
54166/udp,36
16177/udp,36
65000/udp,36
63733/udp,36
53202/tcp,36
51080/udp,36
50089/udp,36
25313/udp,36
3269/tcp,36
5140/udp,36
54794/udp,36
19333/udp,36
50609/udp,36
11567/udp,36
54276/udp,36
49983/udp,36
57558/udp,36
52142/udp,36
19863/udp,36
57334/udp,36
16204/udp,36
43478/udp,36
54477/udp,36
13369/udp,36
49533/udp,36
8114/tcp,36
27804/udp,36
54797/udp,36
39711/udp,36
56078/udp,36
52522/udp,36
52689/udp,36
50470/udp,36
1028/udp,36
34899/udp,36
53089/udp,36
55389/udp,36
21151/udp,36
17069/udp,36
50699/udp,36
51451/udp,36
22280/udp,36
19681/udp,36
11202/udp,36
49340/udp,36
56279/udp,36
54631/udp,36
50147/udp,36
36200/udp,36
54503/udp,36
25337/udp,36
40965/udp,36
50024/udp,36
52021/udp,36
46943/udp,36
50380/udp,36
16395/udp,36
16680/udp,36
32755/udp,36
21581/udp,36
50966/udp,36
45563/udp,36
28464/udp,36
60101/udp,36
50573/udp,36
35129/udp,36
52315/udp,36
55058/udp,36
51753/udp,36
26881/tcp,36
83/udp,36
59855/udp,36
57061/tcp,36
55488/udp,36
51789/udp,35
50160/udp,35
23704/udp,35
14755/udp,35
23158/tcp,35
517/udp,35
49150/udp,35
52456/udp,35
53164/udp,35
60181/udp,35
53543/udp,35
24803/udp,35
53143/udp,35
16719/udp,35
25280/udp,35
26355/udp,35
5112/tcp,35
12974/udp,35
60484/udp,35
49159/udp,35
53343/udp,35
55939/udp,35
19528/udp,35
29454/udp,35
22549/udp,35
50863/udp,35
28078/udp,35
64312/udp,35
49718/udp,35
26690/udp,35
12471/udp,35
20221/udp,35
53909/udp,35
51648/udp,35
54557/udp,35
36423/tcp,35
62020/udp,35
6002/udp,35
51023/udp,35
52087/udp,35
23829/udp,35
50388/udp,35
44334/udp,35
15240/udp,35
23672/udp,35
51273/udp,35
33438/udp,35
56640/udp,35
42327/udp,35
6443/tcp,35
59615/udp,35
518/udp,35
58408/udp,35
51524/udp,35
49239/udp,35
30275/udp,35
58404/udp,35
11097/udp,35
54901/udp,35
36833/tcp,35
57871/udp,35
49555/udp,35
55952/udp,35
54832/udp,35
24318/udp,35
56149/udp,35
11538/udp,35
50759/udp,35
50486/udp,35
50488/udp,35
65459/udp,35
53644/udp,35
34772/udp,35
51713/udp,35
7814/udp,35
1031/udp,35
12994/udp,35
49172/udp,35
5287/tcp,35
49500/udp,35
30033/udp,35
52174/udp,35
57297/udp,35
52751/tcp,35
54195/udp,35
44419/udp,35
57718/udp,35
52214/udp,35
42183/udp,35
7889/tcp,35
43882/udp,35
1942/udp,34
55387/udp,34
29808/udp,34
2002/udp,34
32796/udp,34
56802/udp,34
54489/udp,34
41432/udp,34
16762/udp,34
42565/udp,34
57051/udp,34
8118/tcp,34
59773/udp,34
31987/udp,34
38265/tcp,34
35229/udp,34
59019/udp,34
51640/udp,34
18735/udp,34
51167/udp,34
49332/udp,34
11350/udp,34
24711/udp,34
28825/udp,34
51522/udp,34
53605/udp,34
10194/udp,34
51135/udp,34
56998/udp,34
28772/udp,34
30300/udp,34
44214/udp,34
55321/udp,34
49219/udp,34
22505/udp,34
56881/udp,34
32358/udp,34
10797/udp,34
59110/udp,34
15243/udp,34
5070/udp,34
20259/udp,34
42345/udp,34
50431/udp,34
51177/udp,34
63306/udp,34
16220/udp,34
1639/udp,34
22565/udp,34
51776/udp,34
51814/udp,34
16755/udp,34
51112/udp,34
28988/udp,34
56048/udp,34
58445/udp,34
43718/udp,34
23340/udp,34
58267/udp,34
39523/udp,34
56352/udp,34
15007/tcp,34
55721/udp,34
52781/udp,34
57696/udp,34
61138/udp,34
58651/udp,34
9933/tcp,34
54951/udp,34
64759/udp,34
48745/udp,34
50290/udp,34
51733/udp,34
16060/udp,34
6933/udp,34
46168/udp,34
49932/udp,34
41675/udp,34
11410/udp,34
14000/udp,34
15751/udp,34
31851/udp,34
51864/udp,34
21695/udp,34
34593/udp,34
32687/udp,34
32779/udp,34
15300/udp,34
50281/udp,34
51292/udp,34
47004/udp,34
57516/udp,33
8458/udp,33
50629/udp,33
50183/udp,33
60021/udp,33
53337/udp,33
62350/udp,33
14586/udp,33
53852/udp,33
63038/udp,33
57776/udp,33
49192/udp,33
55915/udp,33
55603/udp,33
58172/udp,33
1036/udp,33
43003/udp,33
52419/udp,33
59149/udp,33
64909/udp,33
60370/udp,33
43958/tcp,33
64565/udp,33
20091/udp,33
55120/udp,33
27546/udp,33
65533/udp,33
57064/udp,33
59649/udp,33
58183/udp,33
64923/udp,33
23074/udp,33
57021/udp,33
23789/udp,33
16132/udp,33
4156/udp,33
39595/udp,33
10664/udp,33
22486/udp,33
51783/tcp,33
22370/udp,33
47001/udp,33
53490/udp,33
52217/udp,33
46523/udp,33
57033/udp,33
63867/udp,33
38914/udp,33
54230/tcp,33
23552/udp,33
32352/udp,33
51304/udp,33
16152/udp,33
20115/udp,33
59235/udp,33
16770/udp,33
57257/udp,33
20407/udp,33
23591/udp,33
55746/udp,33
17148/udp,33
18638/udp,33
10400/udp,33
52714/udp,33
25251/udp,33
10845/udp,33
1034/udp,33
60306/udp,33
55918/udp,33
39580/udp,33
43509/udp,33
53774/udp,33
57996/udp,33
35348/tcp,33
43602/tcp,33
45163/udp,33
61713/udp,33
49369/udp,33
32901/tcp,33
49168/udp,33
41480/udp,33
51419/udp,33
55213/udp,33
18560/udp,33
50037/udp,33
15175/udp,33
52905/udp,32
39907/udp,32
16733/udp,32
28182/udp,32
16184/udp,32
40341/udp,32
60684/udp,32
58275/udp,32
11367/tcp,32
58216/udp,32
19/udp,32
22079/udp,32
22498/udp,32
43210/udp,32
26560/udp,32
30239/udp,32
64627/udp,32
60452/udp,32
35797/udp,32
57279/udp,32
903/udp,32
53411/udp,32
41143/udp,32
1113/tcp,32
56789/udp,32
49197/udp,32
29598/udp,32
54528/udp,32
58497/udp,32
56677/udp,32
51873/udp,32
40338/udp,32
50357/udp,32
10944/udp,32
1812/udp,32
16466/udp,32
56050/udp,32
58541/udp,32
53606/udp,32
54215/udp,32
60012/udp,32
60167/udp,32
55324/udp,32
53505/udp,32
9161/tcp,32
46798/udp,32
14730/udp,32
45586/udp,32
19749/udp,32
10200/udp,32
9139/tcp,32
18913/udp,32
50535/udp,32
64226/udp,32
38742/udp,32
32294/udp,32
56205/udp,32
51694/tcp,32
55386/udp,32
24509/udp,32
53535/udp,32
46881/udp,32
3003/tcp,32
60625/udp,32
60727/udp,32
57417/udp,32
24178/udp,32
51833/udp,32
20579/udp,32
47833/udp,32
60520/udp,32
10205/udp,32
17100/udp,32
61137/tcp,32
36153/tcp,32
23082/udp,32
53894/udp,32
54726/udp,32
18359/udp,32
56929/udp,32
42011/udp,32
40547/udp,32
19988/udp,32
59189/udp,32
5443/tcp,32
43000/udp,32
28377/udp,32
40858/tcp,32
37418/udp,32
49759/udp,32
11337/udp,32
61000/udp,32
56038/udp,32
13988/udp,32
10762/udp,32
57575/udp,32
59891/udp,32
56179/udp,32
60995/tcp,32
58482/udp,32
16388/udp,32
51626/tcp,32
52656/udp,32
26893/udp,32
51099/udp,32
24404/udp,32
56472/udp,32
49741/udp,32
51783/udp,32
53906/udp,32
24152/udp,32
10622/udp,32
51433/udp,32
51163/udp,32
29453/udp,32
5938/udp,32
52240/udp,32
38656/udp,32
54187/udp,32
14209/tcp,32
55421/udp,32
8282/tcp,32
56077/udp,32
38685/udp,32
41003/tcp,32
13966/udp,32
52475/udp,32
64111/udp,32
17882/tcp,32
43796/udp,32
14525/udp,32
63897/udp,32
16296/udp,32
34161/udp,31
38911/udp,31
20936/udp,31
58111/udp,31
5330/tcp,31
8831/udp,31
49521/udp,31
28313/udp,31
61054/udp,31
25362/udp,31
28971/udp,31
48180/udp,31
34556/udp,31
52867/udp,31
17966/udp,31
31439/udp,31
56142/udp,31
59742/udp,31
51622/udp,31
58673/udp,31
10927/udp,31
13150/udp,31
49217/udp,31
55856/udp,31
407/udp,31
44629/udp,31
16084/udp,31
51204/udp,31
63824/udp,31
58059/udp,31
22017/tcp,31
40345/udp,31
30575/udp,31
8713/udp,31
55752/udp,31
2004/udp,31
22975/udp,31
10105/udp,31
46628/udp,31
61613/udp,31
49850/udp,31
29887/udp,31
16080/udp,31
18442/udp,31
52472/udp,31
26466/udp,31
38312/tcp,31
18862/udp,31
49376/udp,31
56803/udp,31
19892/udp,31
18040/udp,31
49466/udp,31
49281/udp,31
14815/udp,31
49699/udp,31
63004/udp,31
40468/udp,31
52034/udp,31
49982/udp,31
52732/udp,31
51078/udp,31
59457/udp,31
58417/udp,31
32142/udp,31
55556/udp,31
17053/udp,31
42308/udp,31
47732/udp,31
38419/udp,31
52776/udp,31
43564/tcp,31
42643/udp,31
64677/udp,31
60830/udp,31
49212/udp,31
53630/udp,31
14271/udp,31
25960/udp,31
59288/tcp,31
56991/udp,31
34088/udp,31
5991/tcp,31
57921/udp,31
51114/udp,31
51957/tcp,31
39317/tcp,31
52396/udp,31
33149/udp,31
20740/udp,31
49887/udp,31
59021/udp,31
21360/udp,31
40243/udp,31
10005/udp,31
19721/udp,31
21858/udp,31
45701/udp,31
58179/udp,31
50859/udp,31
42929/udp,31
61089/udp,31
10020/tcp,31
57624/udp,31
26926/udp,31
49650/udp,31
22888/udp,31
17688/udp,31
14486/udp,31
26515/udp,31
50887/udp,31
34097/udp,31
24090/udp,31
60432/udp,31
39103/udp,31
61196/udp,31
57931/udp,31
49582/udp,31
52947/udp,30
35296/tcp,30
56963/udp,30
54386/udp,30
40812/udp,30
59709/udp,30
35273/udp,30
21783/udp,30
55978/udp,30
15351/udp,30
53028/udp,30
3527/udp,30
28008/udp,30
13906/udp,30
54724/udp,30
58023/udp,30
60577/udp,30
51904/udp,30
50774/udp,30
26539/udp,30
30270/tcp,30
56927/udp,30
10025/udp,30
53207/udp,30
33953/udp,30
52573/udp,30
14744/udp,30
48613/udp,30
41174/udp,30
17/udp,30
20371/tcp,30
26459/udp,30
32787/udp,30
12469/udp,30
47006/udp,30
53128/udp,30
18772/udp,30
44907/udp,30
51137/udp,30
49646/udp,30
23351/udp,30
49317/udp,30
11604/udp,30
58015/udp,30
17888/udp,30
58942/udp,30
54774/udp,30
39438/tcp,30
57812/udp,30
18196/udp,30
16216/udp,30
21847/udp,30
55734/udp,30
56627/udp,30
52435/udp,30
58620/tcp,30
62274/udp,30
38711/udp,30
52933/udp,30
51409/udp,30
5110/tcp,30
46309/udp,30
27286/udp,30
2458/udp,30
55427/tcp,30
34761/udp,30
51932/udp,30
57284/udp,30
50110/udp,30
1978/udp,30
14176/udp,30
31397/udp,30
58959/udp,30
52428/udp,30
58888/tcp,30
20115/tcp,30
11548/udp,30
55941/udp,30
62428/udp,30
9184/tcp,30
16150/udp,30
49056/udp,30
7927/udp,30
57655/udp,30
56897/udp,30
27672/tcp,30
55374/udp,30
62015/udp,30
54632/udp,30
59641/udp,30
47438/udp,30
36288/udp,30
34100/udp,30
49779/udp,30
52084/udp,30
50567/udp,30
62896/udp,30
57869/udp,30
18550/udp,30
31165/udp,30
57498/udp,30
57347/udp,30
50723/udp,30
50285/udp,30
57825/udp,30
29766/udp,30
57354/udp,30
13717/udp,30
1535/tcp,30
56743/udp,30
33333/udp,30
34080/udp,30
38537/udp,30
18140/udp,30
19987/udp,30
23695/udp,30
35611/tcp,30
54893/udp,30
43579/udp,30
43411/udp,30
26005/udp,30
59820/udp,30
54097/udp,30
56131/udp,30
44441/udp,30
61675/udp,30
55390/udp,30
34172/udp,30
61317/udp,30
55751/udp,30
55914/udp,30
1940/udp,30
22011/udp,30
51721/tcp,30
17116/udp,30
60518/udp,30
20016/udp,30
21596/udp,30
8828/udp,30
58527/udp,30
57955/udp,30
37091/udp,30
50063/udp,30
13683/udp,30
54730/udp,29
43859/udp,29
22570/udp,29
56731/udp,29
49493/udp,29
51486/udp,29
13162/udp,29
57720/udp,29
56495/udp,29
21640/udp,29
53032/udp,29
18747/udp,29
16401/udp,29
62001/tcp,29
49374/udp,29
52293/udp,29
59336/udp,29
50487/udp,29
59694/udp,29
59772/udp,29
43855/udp,29
32904/udp,29
49695/udp,29
37/udp,29
43363/udp,29
23412/udp,29
10071/udp,29
46331/udp,29
60330/udp,29
9101/tcp,29
43598/tcp,29
19037/udp,29
36708/udp,29
33156/tcp,29
15166/udp,29
53404/udp,29
48809/udp,29
54135/udp,29
33738/udp,29
12777/udp,29
58998/udp,29
23358/tcp,29
33005/udp,29
26160/udp,29
18111/udp,29
49180/udp,29
9002/tcp,29
41076/udp,29
55343/udp,29
21860/udp,29
60415/tcp,29
58888/udp,29
17030/udp,29
52170/udp,29
24078/udp,29
55723/udp,29
57372/udp,29
54042/udp,29
30360/udp,29
64771/udp,29
23744/udp,29
59890/udp,29
28176/udp,29
54482/udp,29
53970/udp,29
18467/udp,29
50379/udp,29
57870/udp,29
59094/udp,29
44808/udp,29
38934/udp,29
50008/udp,29
54050/udp,29
52442/udp,29
29688/udp,29
65406/tcp,29
16650/udp,29
42713/udp,29
16188/udp,29
55963/udp,29
45429/udp,29
17292/udp,29
28142/udp,29
53117/udp,29
57599/udp,29
16100/udp,29
61254/udp,29
36307/udp,29
18822/udp,29
6480/tcp,29
20442/udp,29
44094/udp,29
30736/udp,29
3722/udp,29
15890/udp,29
8731/tcp,29
6500/tcp,29
58386/udp,29
15990/udp,29
32111/tcp,29
27513/udp,29
1701/udp,29
56780/udp,29
50062/udp,29
8445/tcp,29
9900/tcp,29
55986/udp,29
30521/udp,29
29230/udp,29
45534/udp,29
11669/udp,29
57584/udp,29
17233/udp,29
54463/udp,29
25168/udp,29
37285/udp,29
52920/udp,29
20030/udp,29
63130/udp,29
62779/udp,29
16208/udp,29
29194/udp,29
53587/udp,29
16088/udp,29
29373/udp,29
64699/udp,29
16276/udp,29
59400/udp,29
20281/udp,29
4392/tcp,29
56805/udp,29
30212/udp,29
61390/udp,29
33486/udp,29
21795/udp,29
54708/udp,29
21829/udp,29
11079/udp,29
38993/udp,29
